store_id,total_coke_units,distinct_coke_skus,total_rewards_units,distinct_rewards_skus,total_non_rewards_units,cohort
43176d93-5474-4220-9011-ee350542e9fd,16,8,0,0,16,coca-cola-only
4326f245-e089-4d00-ac24-cc0a3a1ffa41,12,10,2,2,10,rewards-eligible
4349317e-911c-407d-bab4-019c14dee4cf,14,11,8,6,6,rewards-eligible
43877f02-5bd2-48f6-9d3e-763d7a2c7ff9,240,61,41,12,199,rewards-eligible
4392eb71-64fa-4789-88cf-54c58b6cec92,67,28,12,7,55,rewards-eligible
43aed076-b2e2-4a3c-b95f-2a889d635456,601,68,123,14,478,rewards-eligible
43d2fb96-562b-4c0b-8437-111704fb776a,30,8,2,1,28,rewards-eligible
43e2ca61-86a0-4866-92dd-9ad280da8c86,233,64,31,13,202,rewards-eligible
43ef5db4-5587-4cef-a1bc-899bda03faee,281,54,55,11,226,rewards-eligible
43f493e7-fced-4ae0-8215-12a20e2fa217,78,34,15,7,63,rewards-eligible
441874fa-e570-44f6-b23d-58f84c3426b0,4,3,0,0,4,coca-cola-only
441d9fac-d6ce-4a51-a3b6-02a3d5c7bdf2,127,13,0,0,127,coca-cola-only
44235549-a427-4d71-82e5-a74d7aef2f11,17,2,0,0,17,coca-cola-only
4426a855-0344-4b74-b851-6a1dc62e6ede,86,43,18,10,68,rewards-eligible
442db909-1d8a-4198-b79b-b26e05513c4a,11,8,0,0,11,coca-cola-only
4450bfc4-b9dd-4192-bb56-5b268826a738,61,25,6,4,55,rewards-eligible
446ee4e2-1687-4834-86bc-0c775901eaa0,18,5,0,0,18,coca-cola-only
447c49ed-fdf8-4e01-a871-1dc11b21ab11,11,6,2,1,9,rewards-eligible
44841580-baa5-4bd5-8bc4-02f299b6619d,53,14,6,2,47,rewards-eligible
448571de-4483-41aa-899a-9ab328ecfff5,67,21,5,3,62,rewards-eligible
4485b61c-9ae0-4a3f-8d92-609f6296e539,128,21,2,2,126,rewards-eligible
44a333cc-3bc7-41bd-a650-4a9e5f60234b,23,14,5,3,18,rewards-eligible
44a5fa25-9e49-4753-b2a8-b73d9fbba8a3,7,5,0,0,7,coca-cola-only
44b01abb-ec37-4972-8e11-0a5c7c983676,51,24,18,6,33,rewards-eligible
44b1f2b3-b952-47e8-a20b-774731975749,135,34,55,9,80,rewards-eligible
44c7c812-b318-40e5-be58-4f5bc127c5c8,29,18,2,2,27,rewards-eligible
44e222db-c166-44f9-bf3c-f386c0c8d752,132,20,26,4,106,rewards-eligible
4504b98c-7554-4e07-85a4-d6387cfd8bf4,78,45,12,7,66,rewards-eligible
4505530c-8482-4ecc-8e9e-38232e41533e,87,47,19,7,68,rewards-eligible
45585dbc-8d32-4649-83a4-e290ffcd4d45,86,23,19,5,67,rewards-eligible
45913dbc-6741-4142-9e92-15583812fc1c,105,33,21,7,84,rewards-eligible
459da9e4-6248-4523-a244-fa6fcb7d8d86,441,46,67,8,374,rewards-eligible
45b1f5e7-49ec-444b-8f07-9e1343e31117,78,43,22,9,56,rewards-eligible
45c5a99e-e410-46c1-aa43-0dd1c7fb63cd,48,5,0,0,48,coca-cola-only
45c6e852-8423-45ce-bad3-bb5bb280926b,42,21,8,6,34,rewards-eligible
45ee4dc6-f7e5-46d7-a744-aeefc267cece,70,37,19,6,51,rewards-eligible
4601c47e-ff82-4535-8b94-8a27a061f82e,93,6,0,0,93,coca-cola-only
4626a31e-c302-4bae-9628-70720bdf3c97,19,19,3,3,16,rewards-eligible
462e2994-afa8-4274-a2bb-11b14d25f124,81,35,21,11,60,rewards-eligible
4636baff-c149-45d1-93f2-cd1ae4116ec4,96,41,21,10,75,rewards-eligible
46491edd-9488-4515-96d9-bfbf6497fc45,149,45,12,8,137,rewards-eligible
464a8c57-5bdc-4b26-addc-7eb84ce90d9f,28,12,0,0,28,coca-cola-only
4654581f-73a2-4005-9e8e-58967db35e1a,12,11,2,2,10,rewards-eligible
466f6fc3-828a-41aa-9d03-e22c8c2695a9,20,9,2,2,18,rewards-eligible
4698aac6-fa2d-4d88-972d-526dc822e378,461,48,62,9,399,rewards-eligible
46b10bcb-3996-4cec-9aa2-b489d1471b2b,1,1,0,0,1,coca-cola-only
46c7d164-2a90-41ec-8a0c-2d71844514d5,16,16,3,3,13,rewards-eligible
46d9c557-7cac-4ed8-a4b6-9f9c66929107,11,8,1,1,10,rewards-eligible
46dd9a44-bc89-4262-8e6b-3e3067960542,63,21,17,4,46,rewards-eligible
46e3d09e-9524-46ad-9cb3-1f4139ff0862,5,5,0,0,5,coca-cola-only
46ee96c0-16d5-4c62-ab2c-ad3a3e6650ff,113,18,2,2,111,rewards-eligible
4703e083-7bcd-4d6a-a6ba-589e0d550962,24,6,0,0,24,coca-cola-only
472571e6-37d8-4365-8768-be4d1bc4f768,99,30,18,7,81,rewards-eligible
472ad9a0-132b-4f1d-92b5-3538f969aa3f,17,11,4,3,13,rewards-eligible
47358b54-deb4-4781-b3a0-de9943273428,90,27,11,5,79,rewards-eligible
475bca17-4c08-46d1-8b7b-5fe725f63b33,177,13,23,3,154,rewards-eligible
476450eb-99c6-42e7-acba-6e38d48035dd,142,37,42,8,100,rewards-eligible
476a013b-04b9-4963-aca2-d6debad0e6b9,5,4,4,3,1,rewards-eligible
47707a61-d316-436b-afa9-34f428d7878c,50,29,16,4,34,rewards-eligible
47801f3d-7707-4334-8886-8020dd92e71a,234,56,27,8,207,rewards-eligible
4781caa4-e795-4895-9ac6-b2e849f1546d,21,6,0,0,21,coca-cola-only
478f5a1f-d5e2-44f1-8d8f-32aea9c7834b,3,2,0,0,3,coca-cola-only
47906fd3-801a-48ca-8904-bc23575ce5bc,6,1,0,0,6,coca-cola-only
47a678bc-00cd-4a79-860c-f82f0c403747,34,16,3,2,31,rewards-eligible
47ac2f15-091b-4e4c-915e-7d6de81fb64a,145,39,17,7,128,rewards-eligible
47b57811-d699-4b51-bc4d-c5980331dd6d,41,24,8,5,33,rewards-eligible
47c0d20a-5cbf-4331-acd4-9118ee30caeb,89,40,19,8,70,rewards-eligible
47c55d9f-7d5f-4a8f-b405-abde296f6707,18,5,5,2,13,rewards-eligible
4814c070-dfd5-4e7b-a356-b71ff53198ee,13,4,1,1,12,rewards-eligible
48282607-e0d0-49e3-940b-6ead00faa6b8,115,62,46,15,69,rewards-eligible
4834eeb8-4188-4673-b0fe-8a9d97167159,26,5,0,0,26,coca-cola-only
48371ad9-5dc0-46c3-b05f-11e552e62f9b,28,14,3,3,25,rewards-eligible
4860560e-5b11-4c9b-8a1c-837529bf739c,10,2,0,0,10,coca-cola-only
48778da5-3ff5-41ca-bb7e-bace8c2823af,21,19,3,3,18,rewards-eligible
4879a7de-889a-4f98-ac65-9b6878c16b24,24,7,0,0,24,coca-cola-only
489c4c68-6e3c-4f19-bd10-f0eb4b05c0f6,26,6,2,1,24,rewards-eligible
48aa2665-fbc0-4a1d-b20a-e0ee5fc51c03,165,27,12,4,153,rewards-eligible
48b11be2-1c36-4af4-8a1d-df8aea6ca7ee,9,4,0,0,9,coca-cola-only
48b77189-e374-4341-b6d7-2dc29e920920,21,9,3,2,18,rewards-eligible
48c66918-4622-428c-bee8-2cecbfd84e59,38,25,7,6,31,rewards-eligible
48ef6a57-1772-4afb-b1d7-c14689901ed2,5,4,2,2,3,rewards-eligible
48f67454-1acd-4109-a1c5-1ea9c4745080,552,68,66,13,486,rewards-eligible
491ea92a-a7d0-4492-909f-5dc17bc3b1cd,188,45,22,8,166,rewards-eligible
493f23cd-2eaf-477b-8c1d-41dce269c234,221,61,37,13,184,rewards-eligible
494d0886-ef77-470c-a6fe-c888fabe63c6,134,38,21,4,113,rewards-eligible
49662dce-65d4-43a0-a0c9-c5bd48c1db9b,30,10,0,0,30,coca-cola-only
49685fcf-020f-4cb4-b941-0ce882d973d6,5,1,0,0,5,coca-cola-only
4969d589-885c-4f4b-bc3f-6f20e4021e3b,44,4,0,0,44,coca-cola-only
497166f4-6969-4b33-bb97-185c7cfc10fc,119,41,0,0,119,coca-cola-only
4974cfaf-1837-4f20-b37c-33bf340f24df,126,40,23,9,103,rewards-eligible
49b86a4e-8fc8-4bf2-bf01-1309e3cb263e,86,28,13,3,73,rewards-eligible
49bc932d-eae8-442e-bf7c-72bd3d04b1bb,5,2,0,0,5,coca-cola-only
49bd37c9-d454-40fd-80ff-03b9343e26d8,1,1,0,0,1,coca-cola-only
49d976f4-e871-4c78-b5a3-3e9fbf3b9d3b,91,41,11,5,80,rewards-eligible
49f398fb-ea58-4280-9fa0-7116c2700920,99,41,27,10,72,rewards-eligible
4a13e5c6-b780-478f-b028-ea0a560736fe,57,32,19,9,38,rewards-eligible
4a15be73-3902-485a-b481-d0cc1da85b79,44,13,3,2,41,rewards-eligible
4a1eaed5-84a0-40b4-9232-8aba3473d403,18,13,2,2,16,rewards-eligible
4a3e0384-86a3-48e3-8e0c-dfbcbdcfe66d,48,9,29,3,19,rewards-eligible
4a40ac07-30d0-4396-9777-80a05cfe0c6b,70,6,0,0,70,coca-cola-only
4a48a070-15d3-4fb2-91ee-de194854caab,60,22,10,6,50,rewards-eligible
4a4c2cde-2640-4a7a-b3ec-133676326b5b,24,13,7,5,17,rewards-eligible
4a52076f-13f6-4d87-8f41-50c90defe8c8,1,1,0,0,1,coca-cola-only
4a561226-0e1b-48e2-b4b4-5693c4b9f593,228,50,31,10,197,rewards-eligible
4a948613-044e-4f1a-8c93-58dc9e13ab24,238,73,39,10,199,rewards-eligible
4aa20933-6838-4bf5-82c6-d931e08d5905,428,69,53,10,375,rewards-eligible
4aa7d1ba-e516-4635-ba7a-6e9c5f13f508,5,4,1,1,4,rewards-eligible
4aba7dcb-c55d-48be-ab12-a1bdd6b317d7,75,28,17,8,58,rewards-eligible
4ac3efc1-0307-463a-817c-fb2070322711,3,3,0,0,3,coca-cola-only
4acda439-e906-4c4c-948f-6276167ee59d,112,37,31,7,81,rewards-eligible
4ad0ef52-d485-4724-9cac-48507876d593,12,3,0,0,12,coca-cola-only
4ad2244e-4268-465f-8f95-998e845e87ba,51,37,15,12,36,rewards-eligible
4ada1b27-0a01-47b7-a12c-b9860a09ed89,165,56,24,8,141,rewards-eligible
4adbc667-71fa-4674-b702-dace33112f5e,21,13,0,0,21,coca-cola-only
4b175fa5-9ead-481e-8636-86ec0f69eef1,214,61,37,15,177,rewards-eligible
4b19de14-2186-475c-929f-3e38236c27e6,13,2,0,0,13,coca-cola-only
4b2b3113-a120-4c7e-a193-83ebd0f1356a,277,79,35,16,242,rewards-eligible
4b516634-d0ef-429c-ba2e-17eafb65324f,346,63,43,10,303,rewards-eligible
4b6171b0-a43d-454e-aa3a-66167b3a13ec,380,65,67,15,313,rewards-eligible
4b7ddd7b-1f6b-4e10-b3a5-d4164f6bfb4a,3,3,2,2,1,rewards-eligible
4b8526ac-25c6-4e3a-b41a-a46e8d9213e6,253,52,53,11,200,rewards-eligible
4b90c6ec-97e3-4881-8452-4c63e0a32531,82,30,7,4,75,rewards-eligible
4b9dee9d-eafd-4287-8bf2-167f053fddb6,67,22,6,3,61,rewards-eligible
4bab1dbf-d3e0-4b7d-928b-18a540040329,99,13,6,3,93,rewards-eligible
4bb9f0be-1d8c-45d8-83ed-394a58b572a1,104,35,23,6,81,rewards-eligible
4bba2d6f-6b5d-4bc8-b6b8-da6a976e8fa9,177,38,6,4,171,rewards-eligible
4bd807b2-ed44-4846-8e38-7d8d152e2237,62,35,6,6,56,rewards-eligible
4bda887d-49a8-411d-9daa-f0b82f3b034c,29,8,0,0,29,coca-cola-only
4be37fd8-a92f-4545-bc0c-6973a610614a,1078,79,143,15,935,rewards-eligible
4c05354e-fb49-4365-83e0-5f6f87ff415a,160,61,14,9,146,rewards-eligible
4c09fe0b-9ea0-4cfd-9f55-8b9b870dd031,48,21,2,1,46,rewards-eligible
4c17f7e2-764a-4cf0-9263-e0ee79b48ff8,89,34,30,10,59,rewards-eligible
4c2b0755-8ba8-4aa6-a1c7-c550d8b72176,51,31,6,5,45,rewards-eligible
4c3c7865-549e-4e6e-97a8-ce4077fd9cc5,28,14,8,3,20,rewards-eligible
4c6d638d-7c00-45d1-85fc-4c540818e88e,16,10,0,0,16,coca-cola-only
4c70b3f4-cd45-4318-a095-2dc784645c22,164,52,23,9,141,rewards-eligible
4c7a03ac-f157-4777-b31d-36d6dc92f808,152,63,24,13,128,rewards-eligible
4c7a9b21-1607-4a58-a6f0-117208180083,179,46,30,11,149,rewards-eligible
4c7c8abf-a68e-4544-9c80-82b7af2987a5,339,64,96,15,243,rewards-eligible
4c8a90b4-9849-45bf-bcc9-d833bd4618db,32,26,2,2,30,rewards-eligible
4c8a99c6-8fae-4d2b-a100-a140afb7952b,6,6,2,2,4,rewards-eligible
4c8dbdb1-4c93-4be2-8855-db91ae9f20ef,17,15,3,3,14,rewards-eligible
4c979852-e336-4e87-9e27-3abd501ceab8,186,73,19,11,167,rewards-eligible
4ca359f1-9585-428b-9eb2-1478ea279d9f,108,23,6,4,102,rewards-eligible
4cc0599b-ab63-4a4b-9e75-28d0ef07e3ba,73,31,11,8,62,rewards-eligible
4d036310-3ba2-481e-8bde-df91b059c4ef,14,2,0,0,14,coca-cola-only
4d35778b-2f20-46fd-87e8-f17c0b873b77,536,96,79,19,457,rewards-eligible
4d3f3a5b-c704-4b1f-85bd-5c54b0948ce7,2,1,0,0,2,coca-cola-only
4d7a8dc5-3681-4a41-b864-78c6c5bbc8d6,104,31,31,8,73,rewards-eligible
4dab175d-5609-48c2-8846-3d8ae6445ce6,23,9,1,1,22,rewards-eligible
4dc28bef-7568-4371-ba21-683dadaf0f45,48,29,3,3,45,rewards-eligible
4dccc7e5-9243-4ce4-a2f5-ff61c9de1f1b,49,18,3,2,46,rewards-eligible
4ddcc5ba-d53d-4688-93ef-81917caa6ff5,3,3,0,0,3,coca-cola-only
4de2be5a-5f63-4b4f-aeea-daa050dfe285,2,2,0,0,2,coca-cola-only
4df0931b-0e7c-44b2-a8b3-ad3794a3a113,5,4,0,0,5,coca-cola-only
4e111c9c-1d4e-4fb0-86fa-cdea373f99c0,194,41,31,6,163,rewards-eligible
4e1c3677-1461-4f45-967d-0cd3f68c2ca5,35,11,5,5,30,rewards-eligible
4e2722c8-694d-4c51-86a7-69bd05b223de,11,10,2,2,9,rewards-eligible
4e28cc7b-1fbd-462d-917f-536c95c9076c,97,18,4,4,93,rewards-eligible
4e3414ae-f472-4715-a37f-7a09c3761ab3,69,10,0,0,69,coca-cola-only
4e367fb0-4e05-4d0c-9d64-17f8cdcfeab0,24,16,10,5,14,rewards-eligible
4e37647c-e737-4104-b098-118711014838,391,73,67,14,324,rewards-eligible
4e435293-f49b-4f72-8dc8-07c953967ed6,23,15,4,3,19,rewards-eligible
4e5570a5-9729-4013-9e25-632e21d6969e,145,32,37,7,108,rewards-eligible
4e6c60b1-ecd5-4599-aa94-5cc59ce0b1cb,35,22,12,9,23,rewards-eligible
4e71a796-1fdc-4c8e-a2fd-9de50dc67442,120,27,7,5,113,rewards-eligible
4e7cdf51-7258-4fdb-8796-375804b76ddb,83,36,7,6,76,rewards-eligible
4e83a278-f9b7-462d-8ad4-9ae055c5c646,222,29,25,5,197,rewards-eligible
4e84974f-f02b-4377-a430-9ce09a688101,561,46,75,8,486,rewards-eligible
4e873c32-4f3c-4a51-a1b6-65d8035f2016,31,9,0,0,31,coca-cola-only
4e8e266b-f42e-4aa0-8186-225fd83a6247,1,1,0,0,1,coca-cola-only
4ec4dd5a-5b60-4676-8ba4-53ed1c4e2d3d,10,7,0,0,10,coca-cola-only
4ed3eade-2df1-4f79-accb-eb9f5b3424c5,62,25,14,5,48,rewards-eligible
4f156bf8-4f59-4771-af97-ae6e507ad92d,18,8,0,0,18,coca-cola-only
4f164ed4-0cc2-4fa9-8dc4-a3a40ef240cd,263,52,35,11,228,rewards-eligible
4f243585-37f0-4cda-9db1-d639f4462c9e,20,6,5,2,15,rewards-eligible
4f486252-5050-4bcb-9515-07baf2334dbe,62,17,3,2,59,rewards-eligible
4f4a716f-fbd8-4259-8b09-0692972c4ae7,102,12,0,0,102,coca-cola-only
4f4b84e0-19e4-4111-9fb6-0fde5bd85fd1,87,10,6,2,81,rewards-eligible
4f4c2d51-261b-428c-bcea-47057fac639b,595,94,74,10,521,rewards-eligible
4f6a3f1a-4164-4bdc-a8cd-ce00a4a63af0,149,4,0,0,149,coca-cola-only
4f6eb1c9-f414-4750-b44c-4b9726685be5,229,38,45,7,184,rewards-eligible
4f840c23-b91c-404e-a957-0dfe0af86cf7,310,57,37,9,273,rewards-eligible
4fa45e1e-a0c9-4225-9308-08f8e27b6929,27,8,0,0,27,coca-cola-only
4fd3aa14-2a1a-4058-9b3c-adff1a2d6903,622,74,121,14,501,rewards-eligible
4fd62a2f-45c2-4de7-9ddc-3930eea4f675,115,35,29,8,86,rewards-eligible
4fd85077-4c4e-47f2-984e-b6a0d2ff5aa7,228,47,50,9,178,rewards-eligible
4fdc887e-fa74-42f8-b574-0adbf4837ad3,35,18,6,5,29,rewards-eligible
4feeaa16-d7b4-4e5e-8f7b-4c9c0353943f,66,29,4,3,62,rewards-eligible
4ffdc2df-05d9-40d3-9fcb-b725fdd6093e,140,52,41,15,99,rewards-eligible
502d7a97-f6bd-40c9-84c2-162dcb73c9d0,3,3,0,0,3,coca-cola-only
504f7b90-c3c0-44f6-bf52-2ca06fc58761,166,69,47,14,119,rewards-eligible
50639799-08d1-47cc-8600-6ec33725a660,4,3,0,0,4,coca-cola-only
50708fc1-1e07-4523-990d-0eb3251dade5,83,20,10,5,73,rewards-eligible
50a649d5-3a74-4340-ad53-a85d33ff9d6b,138,12,4,4,134,rewards-eligible
50c317da-442f-4007-90be-1a930b95a0e8,15,12,0,0,15,coca-cola-only
50d2126f-b0c9-4b79-95f6-39d02dc24f03,106,48,17,9,89,rewards-eligible
50e87bd1-5d57-4bd3-a3a5-1ad04f2707d3,21,3,1,1,20,rewards-eligible
50e9097e-ae24-4383-9bc7-43b81ce6366e,173,68,24,14,149,rewards-eligible
50ecc594-0124-4980-a061-97d6a3c90cc1,208,44,37,11,171,rewards-eligible
50ef8370-138c-474d-ac08-1c2de7962b05,7,6,1,1,6,rewards-eligible
51165e5d-48c9-4049-97a0-f55e5494eab7,113,37,26,10,87,rewards-eligible
511bad8a-65e2-444d-9f40-1f3906c6d349,367,68,57,11,310,rewards-eligible
511eb2c2-0ce8-49a8-9ebb-3845410ddf31,32,16,8,6,24,rewards-eligible
5137e82e-aada-4987-a69f-b62676d612ed,332,56,54,13,278,rewards-eligible
514be920-0a5a-48f3-a556-5a0b584811d2,4,3,0,0,4,coca-cola-only
516671f1-26ec-4187-92c0-d17789e3c51a,35,21,6,6,29,rewards-eligible
5173f0d3-3886-4e03-a42f-6f7e1376c881,32,19,9,5,23,rewards-eligible
518da82d-fb9a-4ea1-a3ef-2ba645e9aff7,90,15,14,3,76,rewards-eligible
5198be16-ce47-4f0e-b834-c9cedfaab380,483,91,74,14,409,rewards-eligible
51c0aad8-730f-4786-a8c1-bbbb463f3ef8,20,8,0,0,20,coca-cola-only
51ee591c-cd1a-4b1d-b461-0fa9f17e732c,38,28,6,3,32,rewards-eligible
51f2c5e8-5bd6-4ceb-a530-b1229b6785e7,26,14,1,1,25,rewards-eligible
51f7e2a0-2d06-453e-9a26-03d12a6c6297,36,19,9,5,27,rewards-eligible
521b2c8b-b315-4336-9a89-d1f6dfce12f0,7,3,0,0,7,coca-cola-only
523f865d-602f-4920-95bd-ba8529a0fb71,76,30,5,2,71,rewards-eligible
5242c08b-2564-4f82-a277-499677462c7d,3,1,0,0,3,coca-cola-only
5246fb4e-9260-4553-8d96-92047840fda5,18,14,3,2,15,rewards-eligible
52485e5f-ee1d-4744-84fd-b3bd84adbbc1,15,12,1,1,14,rewards-eligible
524c7bbc-06a8-4df7-9dc8-e46a2ce64771,191,58,36,15,155,rewards-eligible
5255b18e-9ec0-433e-a025-586a9d57c6b7,98,44,10,9,88,rewards-eligible
5280f3ad-bca9-4298-98e1-b3acaccf3274,150,54,27,13,123,rewards-eligible
52886226-392b-4ca2-a09c-1e2b13f41d70,58,25,6,4,52,rewards-eligible
529b8048-eb63-40ee-8ef0-4c9723db97af,26,15,0,0,26,coca-cola-only
52c5f86b-05d5-42d5-9002-208a017f23bc,103,26,27,7,76,rewards-eligible
52c80d97-0442-429f-a715-b579125b8e69,6,6,3,3,3,rewards-eligible
52cc1971-5c36-4ea2-a551-640093e94870,75,23,6,3,69,rewards-eligible
52dcdbba-dae0-4e8b-839b-e9beb0e44e72,57,29,9,4,48,rewards-eligible
52dde4c7-8335-481f-bfd8-b5caf087c089,116,48,9,6,107,rewards-eligible
531dad1e-9fbf-4ed3-b885-e070408376bd,299,38,72,10,227,rewards-eligible
5323106f-2937-4f53-8a5a-b8dd81dde20d,19,14,2,2,17,rewards-eligible
5330a308-e94b-4b12-a575-8a4f5cdea1cd,27,25,7,7,20,rewards-eligible
5348e464-633b-448c-9e0a-92b5e855e7b4,331,63,35,10,296,rewards-eligible
534c5025-e70b-4271-a462-c0643ef8d3f2,31,8,0,0,31,coca-cola-only
534d7c66-152f-49c4-905a-6d1afd5d7108,729,62,154,9,575,rewards-eligible
5351abfb-ce91-4ef5-99f6-afb6426d1693,127,50,15,10,112,rewards-eligible
535871ac-cf53-4135-b809-8200818b86e0,17,14,3,2,14,rewards-eligible
538ab8f6-b9b5-4ca5-9a40-57648be4276a,84,12,0,0,84,coca-cola-only
538cfe33-fced-455a-a05e-9a2f1e27d885,3,2,0,0,3,coca-cola-only
5393a005-410d-4225-9591-decd4e8f3a14,15,8,0,0,15,coca-cola-only
539f60d7-dfb6-434f-abea-f7731e88ad8f,10,6,0,0,10,coca-cola-only
53bfd6e8-a73a-4273-abd5-f1c5944c4ed9,80,37,9,7,71,rewards-eligible
540d3d77-4bef-4cc4-805c-6645e67c6728,166,45,20,7,146,rewards-eligible
543a61d4-925c-4f66-8bd8-91d0db8fbd14,5,1,0,0,5,coca-cola-only
546dd667-dfd5-4ae6-ad00-62f4a28b1102,1,1,0,0,1,coca-cola-only
54723da5-82ff-4d37-9f88-54dd6458e265,128,57,24,12,104,rewards-eligible
5492d84f-701a-4716-bae1-25e269b1e891,140,49,15,8,125,rewards-eligible
54a811d3-b463-4578-b6aa-17e33636e575,5,3,0,0,5,coca-cola-only
54aeec88-a52a-4936-b88c-868db73932d8,329,95,44,16,285,rewards-eligible
54be929a-7b65-4f6d-837c-55a3f00791da,283,65,29,12,254,rewards-eligible
54dee6da-c38e-47d9-9869-55836dd9662a,166,35,27,9,139,rewards-eligible
55143efb-41e8-48fd-9833-19ae447cedc1,1,1,0,0,1,coca-cola-only
551a5ebf-05d6-4f24-bae9-142a738d89e9,9,3,0,0,9,coca-cola-only
552c0355-1297-44c7-a69b-891f3e7b769b,27,12,6,3,21,rewards-eligible
55346da1-5d3a-4ead-b589-02b4374c9371,18,2,0,0,18,coca-cola-only
554b3de5-9289-4d67-a5d7-58b3d182b432,76,44,12,8,64,rewards-eligible
5552d2b4-a405-4515-957d-c90aa540e687,33,13,0,0,33,coca-cola-only
556a1338-3257-4606-a0ca-77a52e746d12,32,10,0,0,32,coca-cola-only
556ff67e-a5e1-4d96-a7a1-cd047d5ba524,16,3,0,0,16,coca-cola-only
5585e2d4-5688-41d7-aa34-e5bb17bc54ce,13,5,1,1,12,rewards-eligible
558dfb83-2420-49df-87fe-28b114dc8b3a,86,19,8,3,78,rewards-eligible
55bb4451-5329-45d3-ab63-fc49e797bfb6,105,16,7,4,98,rewards-eligible
55bfc377-1423-42e8-9429-e880ec7bd32c,487,49,21,6,466,rewards-eligible
55e13354-92f3-4b96-9657-f4cb846f76c1,110,42,26,7,84,rewards-eligible
55fd70de-6649-4e29-9d95-0cc10f18b83a,634,82,80,19,554,rewards-eligible
5608ddd1-fda4-40bc-a1d0-aa11b9f16e0a,303,81,28,12,275,rewards-eligible
560e3992-a764-4a15-a49b-0cc2d967f57d,61,44,12,9,49,rewards-eligible
561646d9-7d10-456c-97bf-f128455c4139,452,60,63,11,389,rewards-eligible
564c00c9-f5d7-48d1-a283-3c2984e4fa76,65,7,0,0,65,coca-cola-only
564ec556-3e20-48ba-93a2-157b92e4f4e9,12,9,5,4,7,rewards-eligible
565193a1-d4a2-4068-b0a3-35fd8c9cbe45,111,36,27,6,84,rewards-eligible
5668add5-7e52-422b-bff9-ba69e97ed721,28,8,3,1,25,rewards-eligible
5668bc01-735b-405a-b83a-d00f08a2bebc,32,19,3,3,29,rewards-eligible
566c671a-cf90-44a2-83be-450811df28b0,49,4,0,0,49,coca-cola-only
567dc994-a604-44d0-9759-79be8f19343e,66,13,0,0,66,coca-cola-only
5682b50f-d80d-4ce6-8037-7edeb2b23732,224,44,19,8,205,rewards-eligible
56a03e65-c81d-4634-85d1-58159535293d,441,53,58,10,383,rewards-eligible
56c8c9e7-79ee-4162-94ae-ce461b5d4dad,139,49,27,10,112,rewards-eligible
56dadf37-cdaa-46db-85c5-7e5332c599b1,121,50,18,8,103,rewards-eligible
56db15c6-d0bc-4b9a-bbc3-a92d12d6f2e5,1,1,0,0,1,coca-cola-only
56e9ed5f-3546-4cee-885b-925cae34869b,33,22,6,5,27,rewards-eligible
56f21d7a-d255-428e-b736-6239bb8024a9,4,2,0,0,4,coca-cola-only
56f9bda0-63dc-427d-8240-593d054d9146,41,15,14,2,27,rewards-eligible
57237bfd-c614-49be-8944-36766f851dec,16,7,0,0,16,coca-cola-only
574491a7-9c08-41ed-b910-96dfd0dbedd0,48,18,6,4,42,rewards-eligible
57452e67-f3d1-453a-a7e7-21174cae3a5b,7,4,0,0,7,coca-cola-only
57505383-0438-4ee6-a111-9400e670c068,7,1,0,0,7,coca-cola-only
5771203b-bea3-4b2d-8b31-a7c73895e773,23,22,6,6,17,rewards-eligible
57a99bc0-12ee-47e8-a199-7276f6a8c145,108,10,36,2,72,rewards-eligible
57adfb11-a96e-4657-8761-03054dcb8794,38,16,6,5,32,rewards-eligible
57b2e569-3c37-4ebc-912c-9a95a14e43d1,93,25,10,3,83,rewards-eligible
57ba2bbd-5939-430c-b3ac-556513103b8a,34,5,0,0,34,coca-cola-only
57d55847-1b83-4d23-87cc-8f34c1c546db,21,11,4,1,17,rewards-eligible
57d695e2-e20e-4ee9-9ad5-cf2d2a4e717e,19,15,2,2,17,rewards-eligible
57d70e5a-392c-4c64-bcc0-f6f4e8dc27ff,97,37,8,7,89,rewards-eligible
57d867a3-ed59-468e-8ab6-7cec4d3bb662,40,17,5,5,35,rewards-eligible
57e62559-305a-410c-9ca5-25a4320292fc,83,47,17,12,66,rewards-eligible
57e75834-70b3-43c9-b452-39b7b1b431c2,171,38,20,9,151,rewards-eligible
57f78ed2-f87e-497a-a041-0608c479a4ed,55,35,14,8,41,rewards-eligible
5819595a-1067-481f-9b47-b33150e26d7b,15,11,0,0,15,coca-cola-only
581b2268-0c00-43ee-9f5a-4f32b83a2554,4,2,0,0,4,coca-cola-only
5820acb8-527d-4840-bbb0-6ee233b5c3f7,3,3,0,0,3,coca-cola-only
58587842-a2a0-4197-8e34-550efe265061,6,5,0,0,6,coca-cola-only
58651f74-5f1d-4ee2-a9d4-f931c6837c59,4,4,3,3,1,rewards-eligible
58725698-75b8-4d58-bd8d-e5ba2f70adc6,56,33,11,7,45,rewards-eligible
587ac8ec-f9c0-4b71-94a7-dfdf3b2f7b6e,56,32,4,2,52,rewards-eligible
5898eb23-322a-4c6e-a000-8c913bafe1b4,45,5,0,0,45,coca-cola-only
58a249f5-3384-49ca-95cf-9ded87c42d02,2,2,0,0,2,coca-cola-only
58a823ee-b2fb-413c-bd63-623b5170cfea,120,60,32,11,88,rewards-eligible
58acd172-0052-4741-a853-fa7f66d61acf,197,60,34,8,163,rewards-eligible
